

順位,名前,段位,KACPT,麻雀ファイトガール最終更新：2023/10/01 08:20時点のランキング
001位,タテナオリ・セン,総合スコア 561.4,JAKE雀星Lv.5,個人スコア341.8,ファイトガールスコア219.6
002位,トイトイ,総合スコア 546.9,ぐでかご雀星Lv.68,個人スコア324.9,ファイトガールスコア222.0
003位,パイン,総合スコア 537.9,せが雀星Lv.37,個人スコア334.0,ファイトガールスコア203.9
004位,アマト・テンシ,総合スコア 532.1,ラスク雀星Lv.68,個人スコア307.6,ファイトガールスコア224.5
005位,ナナツノ・ツミレ,総合スコア 529.9,DESSA雀星Lv.14,個人スコア321.3,ファイトガールスコア208.6
006位,ゼツバミ・ヤオ,総合スコア 516.2,SKコマチ雀星★Lv.7,個人スコア297.6,ファイトガールスコア218.6
007位,藤崎詩織,総合スコア 515.5,ひでじ雀星Lv.76,個人スコア351.5,ファイトガールスコア164.0
008位,ヤワラギ・ヒヨリ,総合スコア 513.9,うおたみ雀星Lv.27,個人スコア310.2,ファイトガールスコア203.7
009位,クニノカミ・ムサシ,総合スコア 506.5,ポポストア雀星Lv.32,個人スコア287.3,ファイトガールスコア219.2
010位,アンコク・ミツバ,総合スコア 500.0,ミント雀星Lv.24,個人スコア284.3,ファイトガールスコア215.7
個別ランキングヤワラギ・ヒヨリ
001位,うおたみ,雀星Lv.27,310.2
002位,プルンプルまる,雀星Lv.20,261.3
003位,ウシコ,雀星Lv.11,261.3
004位,ナガセ,雀星Lv.2,259.3
005位,イッツー,雀星Lv.15,257.1
006位,のだコトネ,雀星Lv.6,257.1
007位,KUMA9,雀星Lv.1,243.5
008位,ANK〇,初段,242.0
009位,Sac,二段,241.2
010位,テンスー,雀星Lv.6,238.6
011位,とおりん,雀星Lv.1,237.2
012位,POP,十段,234.2
013位,ポット！！,雀星Lv.1,225.7
014位,ブレクト,雀星Lv.1,225.5
015位,april,雀星Lv.1,224.7
016位,てるてるー,五段,224.5
017位,なける,雀星Lv.1,215.6
018位,ECE116,雀星Lv.1,215.3
019位,ちゅ～る,雀星Lv.2,214.0
020位,あおばや,八段,213.1
021位,うめポン,雀星Lv.44,212.7
022位,グロウアップ,雀星Lv.5,212.6
023位,RAPID,雀星Lv.3,207.3
024位,HIS8,雀星Lv.3,206.3
025位,チンイツ,雀星Lv.9,205.7
026位,あーちゃん,雀星Lv.1,197.6
027位,むくぼき,三段,197.0
028位,サージュ,二段,195.3
029位,いちりく,八段,193.6
030位,どら,２級,191.3
031位,はーまん,九段,187.6
032位,かしわもち,雀星Lv.6,179.6
033位,トップクラウン,六段,178.9
034位,ヤリカバゥ,二段,178.8
035位,フミュー,雀星Lv.2,171.6
036位,コージロー,雀星Lv.30,171.4
037位,なね,７級,170.7
038位,Ray,雀星Lv.3,170.6
039位,とかげ,雀星Lv.13,169.2
040位,HAIDO！？,５級,167.1
041位,ウォルテ,九段,166.4
042位,ノカレ,雀星Lv.1,165.6
043位,BAYA,四段,165.5
044位,Nyaight,五段,165.5
045位,ティーナ,雀星Lv.45,164.8
046位,イシダイ,１級,162.3
047位,KOOOU,雀星Lv.4,159.3
048位,けいしゃ,雀星Lv.1,158.1
049位,RON,五段,156.2
050位,トラウデン,四段,153.4
個別ランキングタテナオリ・セン
001位,JAKE,雀星Lv.5,341.8
002位,りとえるしあ,雀星Lv.9,327.6
003位,clover,雀星Lv.2,317.3
004位,ぴかちゅー★,十段,266.5
005位,SLCふー,雀星Lv.6,263.5
006位,ほっけ,雀星Lv.5,255.3
007位,たぬきち,雀星Lv.5,247.9
008位,ぱちぇりー,雀星Lv.53,244.5
009位,ピコ,雀星Lv.5,243.5
010位,shinon,二段,242.2
011位,moji2,雀星Lv.16,240.0
012位,dettun,九段,239.6
013位,みはらだ,雀星Lv.4,231.0
014位,えびたま,雀星Lv.3,230.2
015位,Halu,５級,229.8
016位,ストーム,三段,226.2
017位,つばす,雀星Lv.3,226.1
018位,すどう,雀星Lv.1,222.0
019位,らりるん,雀星Lv.3,221.9
020位,ぬめ,雀星Lv.17,219.7
021位,あぎりさん,雀星Lv.1,219.2
022位,らすてぃ,雀星Lv.37,217.9
023位,HIKARU,八段,215.7
024位,フェネック,雀星Lv.18,213.9
025位,strmdn,雀星Lv.2,211.5
026位,いーすときん,雀星Lv.2,210.7
027位,ホムサ,七段,210.2
028位,YUI,雀星Lv.6,210.2
029位,けみがわかい,雀星Lv.2,208.5
030位,リィル,雀星Lv.9,204.8
031位,レーバティン,二段,204.2
032位,そーだ,雀星Lv.9,204.2
033位,あれーぬ,雀星Lv.10,204.1
034位,ふっきー,雀星Lv.2,199.4
035位,いちえん,五段,198.7
036位,カーリー,雀星Lv.14,198.6
037位,IHガスジロー,八段,198.1
038位,ファイトガール,雀星Lv.47,197.5
039位,ヒオリ,６級,191.8
040位,EEVEE,八段,188.9
041位,しゃも,五段,187.8
042位,Ver_7,雀星Lv.3,187.0
043位,しまむら,二段,186.8
044位,おうせい,雀星Lv.1,186.3
045位,QJI,八段,185.4
046位,ARQ,五段,182.4
047位,アルカナ,雀星Lv.1,180.7
048位,セシリア,十段,179.4
049位,Psin7つの,九段,178.6
050位,らむれーずん,雀星Lv.2,178.5
個別ランキングナナツノ・ツミレ
001位,DESSA,雀星Lv.14,321.3
002位,かおるだ,雀星Lv.6,311.5
003位,マクラウド,九段,271.0
