

順位,名前,段位,エメラルドPT,麻雀ファイトガール最終更新：2023/09/28 20:50時点のランキング
001位,タテナオリ・セン,総合スコア 531.2,りとえるしあ雀星Lv.9,個人スコア322.2,ファイトガールスコア209.0
002位,ナナツノ・ツミレ,総合スコア 507.0,DESSA雀星Lv.13,個人スコア321.3,ファイトガールスコア185.7
003位,パイン,総合スコア 497.7,せが雀星Lv.39,個人スコア315.8,ファイトガールスコア181.9
004位,トイトイ,総合スコア 497.2,よしぷー雀星Lv.50,個人スコア287.7,ファイトガールスコア209.5
005位,アマト・テンシ,総合スコア 495.9,ラスク雀星Lv.66,個人スコア288.3,ファイトガールスコア207.6
006位,ゼツバミ・ヤオ,総合スコア 494.3,SKコマチ雀星★Lv.7,個人スコア293.5,ファイトガールスコア200.8
007位,クニノカミ・ムサシ,総合スコア 490.1,とみたける雀星Lv.34,個人スコア285.7,ファイトガールスコア204.4
008位,アンコク・ミツバ,総合スコア 486.6,ミント雀星Lv.24,個人スコア284.3,ファイトガールスコア202.3
009位,ヤワラギ・ヒヨリ,総合スコア 482.8,うおたみ雀星Lv.24,個人スコア299.2,ファイトガールスコア183.6
010位,藤崎詩織,総合スコア 475.8,ひでじ雀星Lv.76,個人スコア321.1,ファイトガールスコア154.7
個別ランキングヤワラギ・ヒヨリ
001位,うおたみ,雀星Lv.24,299.2
002位,プルンプルまる,雀星Lv.19,261.3
003位,イッツー,雀星Lv.15,257.1
004位,ナガセ,雀星Lv.3,255.5
005位,ウシコ,雀星Lv.10,251.6
006位,POP,九段,234.2
007位,Sac,初段,231.1
008位,のだコトネ,雀星Lv.5,228.5
009位,april,九段,224.7
010位,とおりん,雀星Lv.1,219.9
011位,うめポン,雀星Lv.45,212.7
012位,グロウアップ,雀星Lv.5,212.6
013位,テンスー,雀星Lv.5,209.5
014位,ECE116,雀星Lv.1,209.1
015位,サージュ,二段,195.3
016位,てるてるー,六段,192.6
017位,どら,２級,191.3
018位,なける,雀星Lv.1,189.2
019位,RAPID,雀星Lv.3,189.0
020位,ブレクト,雀星Lv.1,188.5
021位,あーちゃん,雀星Lv.1,188.5
022位,かしわもち,雀星Lv.6,179.6
023位,KUMA9,雀星Lv.1,179.1
024位,トップクラウン,六段,178.9
025位,ヤリカバゥ,二段,178.8
026位,チンイツ,雀星Lv.9,176.5
027位,ポット！！,雀星Lv.1,175.5
028位,いちりく,八段,171.9
029位,はーまん,九段,171.4
030位,コージロー,雀星Lv.30,171.4
031位,なね,７級,170.7
032位,Ray,雀星Lv.3,170.6
033位,ノカレ,雀星Lv.1,160.6
034位,KOOOU,雀星Lv.4,159.3
035位,けいしゃ,雀星Lv.1,158.1
036位,RON,五段,156.2
037位,Nyaight,五段,154.0
038位,トラウデン,四段,153.4
039位,シルメリア,十段,148.1
040位,SURIN,雀星Lv.3,148.0
041位,BAYA,四段,146.3
042位,イシダイ,３級,143.5
043位,マナティー,１級,141.9
044位,イチ,雀星Lv.2,140.2
045位,ホべつ4マン♪,雀星Lv.6,137.7
046位,ひで,七段,136.7
047位,HAIDO！？,６級,134.2
048位,NOE,雀星Lv.2,133.4
049位,あおばや,七段,133.0
050位,Coffee,雀星Lv.29,131.8
個別ランキングタテナオリ・セン
001位,りとえるしあ,雀星Lv.9,322.2
002位,clover,雀星Lv.2,302.4
003位,JAKE,雀星Lv.5,282.8
004位,ぴかちゅー★,十段,266.5
005位,SLCふー,雀星Lv.5,263.5
006位,ほっけ,雀星Lv.5,244.6
007位,たぬきち,雀星Lv.5,238.3
008位,moji2,雀星Lv.16,234.7
009位,Halu,６級,229.8
010位,ピコ,雀星Lv.5,228.4
011位,つばす,雀星Lv.1,226.1
012位,shinon,初段,224.3
013位,えびたま,雀星Lv.2,222.8
014位,ぱちぇりー,雀星Lv.51,222.1
015位,すどう,雀星Lv.1,222.0
016位,らりるん,雀星Lv.3,221.9
017位,ぬめ,雀星Lv.17,219.7
018位,HIKARU,八段,214.8
019位,あぎりさん,雀星Lv.1,210.6
020位,フェネック,雀星Lv.18,207.3
021位,strmdn,雀星Lv.2,206.2
022位,ホムサ,六段,205.0
023位,あれーぬ,雀星Lv.10,204.1
024位,YUI,雀星Lv.5,203.3
025位,いちえん,五段,198.7
026位,カーリー,雀星Lv.14,198.6
027位,IHガスジロー,八段,198.1
028位,ファイトガール,雀星Lv.47,197.5
029位,けみがわかい,雀星Lv.1,197.0
030位,レーバティン,二段,195.6
031位,みはらだ,雀星Lv.4,193.4
032位,ストーム,三段,192.3
033位,リィル,雀星Lv.9,191.6
034位,ふっきー,雀星Lv.2,189.0
035位,EEVEE,八段,188.9
036位,Ver_7,雀星Lv.3,187.0
037位,しまむら,二段,186.8
038位,おうせい,雀星Lv.1,186.3
039位,QJI,八段,185.4
040位,dettun,九段,185.2
041位,そーだ,雀星Lv.9,185.2
042位,アルカナ,雀星Lv.1,180.7
043位,セシリア,十段,179.4
044位,らむれーずん,雀星Lv.2,178.5
045位,ねーふぁ,三段,174.9
046位,ふじ,３級,173.6
047位,くぅ,雀星Lv.8,172.6
048位,ミケネコ,雀星Lv.1,170.2
049位,しゃも,四段,169.4
050位,せっちゃん,３級,169.3
個別ランキングナナツノ・ツミレ
001位,DESSA,雀星Lv.13,321.3
002位,かおるだ,雀星Lv.6,296.2
003位,マクラウド,九段,271.0
004位,ぷー,雀星Lv.16,255.2
005位,なたね,雀星Lv.18,251.2
006位,まち,雀星Lv.48,229.4
007位,アヤサト,雀星Lv.12,228.8
008位,Shikema,八段,225.2
009位,ねこだいすき♪,雀星Lv.2,224.8
010位,ARISA,雀星Lv.4,223.2
011位,YUKI,雀星Lv.21,220.9
012位,AKI,雀星Lv.3,217.7
013位,S・A,雀星Lv.6,216.5
014位,*Yu－Na*,雀星Lv.46,211.9
015位,ツミレ,雀星Lv.8,211.2
016位,おおもりNAO,十段,208.2
017位,しるこサンド,雀星Lv.19,206.8
018位,EVE,雀星Lv.14,201.4
019位,ファイトガール,雀星Lv.1,200.5
020位,くりたろう,雀星Lv.3,199.4
021位,しゃけとば,二段,190.0
022位,トネガワッ☆,雀星Lv.11,187.9
023位,BYK,雀星Lv.4,186.2
024位,てない,三段,183.4
025位,ファイトガール,十段,178.3
026位,FITZ,雀星Lv.2,178.2
027位,★みおたん★,五段,177.8
028位,●＼∀／●,八段,177.4
029位,ファイトガール,八段,177.1
030位,アメリー,初段,169.5
031位,MIKA,六段,164.5
032位,うみのこえ,雀星Lv.3,163.4
033位,ジュン,雀星Lv.1,163.0
034位,バタバタ3,２級,162.8
035位,のここ,雀星Lv.1,162.1
036位,あおやま,七段,161.5
037位,からんからん,十段,159.6
038位,すのい,七段,154.2
039位,ライツ,六段,151.8
040位,ごめちゃん,九段,151.0
041位,あるてぃな,二段,149.5
042位,ZE／RO,六段,140.7
043位,こっせつ,六段,131.6
044位,おき,六段,129.7
045位,まこんまこん,二段,128.5
046位,ギタクシアス,六段,128.1
047位,べっぷおんせん,六段,118.5
048位,MA－KING,５級,115.3
049位,DANTE,四段,113.0
050位,かるまさん,７級,109.1
個別ランキングアマト・テンシ
001位,ラスク,雀星Lv.66,288.3
002位,めろりぬ,雀星Lv.42,284.6
003位,しあるん,雀星Lv.96,279.7
004位,ましろ,九段,274.4
005位,おぐらあん,雀星Lv.10,271.2
006位,いか,雀星Lv.3,264.0
007位,やまがみ,雀星Lv.21,260.5
008位,イギ,十段,249.1
009位,ただのロリコン,雀星Lv.19,238.1
010位,フロストらとす,雀星Lv.2,237.5
011位,せつか,九段,234.1
012位,きゃら,雀星Lv.15,232.1
013位,セルベリア,雀星Lv.9,230.8
014位,トンヌラ,雀星Lv.12,227.1
015位,じばくれい,雀星Lv.6,221.7
016位,こうがひえん,雀星Lv.5,220.9
017位,ヌコまる,七段,218.2
018位,マウンテン,雀星Lv.30,217.9
019位,アレイズ,雀星Lv.7,216.6
020位,わたてー,雀星Lv.1,215.8
021位,ゆう,八段,212.1
022位,ユライネル,雀星Lv.5,212.0
023位,STeiou,雀星Lv.10,211.8
024位,まっしろ,七段,211.8
025位,ネコシ,四段,211.2
026位,SG,雀星Lv.1,209.9
027位,クラド,雀星Lv.6,203.8
028位,りょうし,雀星Lv.5,199.2
029位,こめだこ,四段,198.1
030位,ポーラッカ,雀星Lv.29,197.7
031位,きょうそ,九段,197.6
032位,ねくすい,雀星Lv.10,196.9
033位,りがった,７級,196.2
034位,E501,雀星Lv.42,189.0
035位,よー,四段,187.3
036位,ムラムラします,雀星Lv.5,182.3
037位,ののワ,五段,181.2
038位,ほしみっつ,十段,176.7
039位,カキたべお,十段,176.4
040位,モグファナ,三段,173.9
041位,4んじゃうツモ,雀星Lv.7,169.6
042位,はるか☆,八段,164.7
043位,とかちす,雀星Lv.7,159.1
044位,L,雀星Lv.2,158.6
045位,アカシ,十段,156.4
046位,はーとあっぷ,八段,154.5
047位,ミブチヨ,七段,153.5
048位,ニセアカギ,３級,152.7
049位,ドラバクのタカ,八段,152.6
050位,EvanQP,初段,152.4
個別ランキングゼツバミ・ヤオ
001位,SKコマチ,雀星★Lv.7,293.5
002位,kame7sk,九段,255.9
003位,じしゃく,雀星Lv.29,247.9
004位,ふぁびらす,雀星Lv.6,245.8
005位,TAO,雀星Lv.16,243.0
006位,キュウリ,十段,238.2
007位,Stella,１級,230.5
008位,Tommy,雀星Lv.6,227.8
009位,♪♪♪♪♪,雀星Lv.2,226.8
010位,ニジケチェン,雀星Lv.11,220.3
011位,0084,雀星Lv.31,218.7
